video_name,algorithm,frame_idx,timestamp_sec,status,matched_pred_found,match_method,matched_pred_score,keypoint_idx,keypoint_name,is_active,is_eval_joint,gt_v,gt_x,gt_y,pred_v,pred_x,pred_y,distance_px,pck_threshold_px,pck_correct,oks_sigma,oks_term
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,0,nose,0,0,0.000000,0.000000,0.000000,2.000000,833.333313,300.000000,,,,0.026000,
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,846.666687,286.666656,,,,0.025000,
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,846.666687,286.666656,,,,0.025000,
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,3,left_ear,0,0,0.000000,0.000000,0.000000,2.000000,806.666687,260.000000,,,,0.035000,
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,820.000000,260.000000,,,,0.035000,
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,5,left_shoulder,1,1,2.000000,764.070000,297.460000,2.000000,726.666687,300.000000,37.489457,44.227870,1,0.079000,0.100007
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,6,right_shoulder,1,1,2.000000,742.440000,290.280000,2.000000,700.000000,300.000000,43.538856,44.227870,1,0.079000,0.044800
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,7,left_elbow,1,1,2.000000,716.040000,356.640000,2.000000,660.000000,393.333344,66.984200,44.227870,0,0.072000,0.000143
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,8,right_elbow,1,1,2.000000,668.870000,345.060000,2.000000,646.666687,393.333344,53.134761,44.227870,0,0.072000,0.003817
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,9,left_wrist,1,1,2.000000,728.390000,394.150000,2.000000,740.000000,406.666656,17.072164,44.227870,1,0.062000,0.460597
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,10,right_wrist,1,1,2.000000,698.940000,417.010000,2.000000,726.666687,420.000000,27.887439,44.227870,1,0.062000,0.126365
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,11,left_hip,1,1,2.000000,576.160000,308.050000,2.000000,620.000000,340.000000,54.247102,44.227870,0,0.107000,0.072224
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,12,right_hip,1,1,2.000000,587.680000,343.440000,2.000000,606.666687,326.666656,25.334548,44.227870,1,0.107000,0.563726
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,13,left_knee,1,1,2.000000,502.370000,363.530000,2.000000,500.000000,380.000000,16.639645,44.227870,1,0.087000,0.687967
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,14,right_knee,1,1,2.000000,477.410000,390.980000,2.000000,473.333344,393.333344,4.707160,44.227870,1,0.087000,0.970513
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,15,left_ankle,1,1,2.000000,432.170000,276.570000,2.000000,420.000000,286.666656,15.813013,44.227870,1,0.089000,0.724144
SP_T_PushUp_2,efficientpose,0,0.000000,ok,1,direct,0.717040,16,right_ankle,1,1,2.000000,415.860000,291.460000,2.000000,406.666656,286.666656,10.367917,44.227870,1,0.089000,0.870443
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,0,nose,0,0,0.000000,0.000000,0.000000,2.000000,833.333313,300.000000,,,,0.026000,
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,846.666687,286.666656,,,,0.025000,
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,846.666687,286.666656,,,,0.025000,
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,3,left_ear,0,0,0.000000,0.000000,0.000000,2.000000,806.666687,260.000000,,,,0.035000,
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,820.000000,273.333344,,,,0.035000,
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,5,left_shoulder,1,1,2.000000,764.070000,297.460000,2.000000,713.333313,300.000000,50.800226,44.215529,0,0.079000,0.014550
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,6,right_shoulder,1,1,2.000000,743.750000,296.730000,2.000000,726.666687,313.333344,23.822481,44.215529,1,0.079000,0.394455
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,7,left_elbow,1,1,2.000000,716.040000,356.640000,2.000000,646.666687,380.000000,73.200725,44.215529,0,0.072000,0.000026
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,8,right_elbow,1,1,2.000000,668.710000,346.280000,2.000000,660.000000,406.666656,61.011576,44.215529,0,0.072000,0.000645
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,9,left_wrist,1,1,2.000000,728.390000,394.150000,2.000000,726.666687,406.666656,12.634734,44.215529,1,0.062000,0.653872
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,10,right_wrist,1,1,2.000000,698.970000,416.950000,2.000000,726.666687,420.000000,27.864116,44.215529,1,0.062000,0.126657
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,11,left_hip,1,1,2.000000,576.160000,308.050000,2.000000,620.000000,340.000000,54.247102,44.215529,0,0.107000,0.072118
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,12,right_hip,1,1,2.000000,589.210000,345.960000,2.000000,620.000000,340.000000,31.361532,44.215529,1,0.107000,0.415266
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,13,left_knee,1,1,2.000000,503.790000,363.070000,2.000000,513.333313,380.000000,19.434498,44.215529,1,0.087000,0.600201
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,14,right_knee,1,1,2.000000,477.520000,390.980000,2.000000,486.666656,393.333344,9.444551,44.215529,1,0.087000,0.886424
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,15,left_ankle,1,1,2.000000,434.360000,275.700000,2.000000,420.000000,286.666656,18.068679,44.215529,1,0.089000,0.655963
SP_T_PushUp_2,efficientpose,1,0.033312,ok,1,direct,0.671738,16,right_ankle,1,1,2.000000,418.050000,289.820000,2.000000,406.666656,286.666656,11.812031,44.215529,1,0.089000,0.835105
SP_T_PushUp_2,efficientpose,2,0.066624,ok,1,direct,0.636864,0,nose,0,0,0.000000,0.000000,0.000000,2.000000,846.666687,300.000000,,,,0.026000,
SP_T_PushUp_2,efficientpose,2,0.066624,ok,1,direct,0.636864,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,846.666687,286.666656,,,,0.025000,
