video_name,algorithm,frame_idx,timestamp_sec,status,matched_pred_found,match_method,matched_pred_score,keypoint_idx,keypoint_name,is_active,is_eval_joint,gt_v,gt_x,gt_y,pred_v,pred_x,pred_y,distance_px,pck_threshold_px,pck_correct,oks_sigma,oks_term
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,0,nose,0,0,0.000000,0.000000,0.000000,,,,,,,0.026000,
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,1,left_eye,0,0,0.000000,0.000000,0.000000,,,,,,,0.025000,
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,2,right_eye,0,0,0.000000,0.000000,0.000000,,,,,,,0.025000,
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,3,left_ear,0,0,0.000000,0.000000,0.000000,,,,,,,0.035000,
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,4,right_ear,0,0,0.000000,0.000000,0.000000,,,,,,,0.035000,
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,5,left_shoulder,1,1,2.000000,745.860000,197.950000,,,,,67.740932,0,0.079000,0.000000
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,6,right_shoulder,1,1,2.000000,676.580000,202.030000,,,,,67.740932,0,0.079000,0.000000
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,7,left_elbow,1,1,2.000000,733.330000,308.630000,,,,,67.740932,0,0.072000,0.000000
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,8,right_elbow,1,1,2.000000,667.500000,330.190000,,,,,67.740932,0,0.072000,0.000000
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,9,left_wrist,1,1,2.000000,736.310000,410.660000,,,,,67.740932,0,0.062000,0.000000
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,10,right_wrist,1,1,2.000000,681.390000,450.350000,,,,,67.740932,0,0.062000,0.000000
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,11,left_hip,1,0,0.000000,536.800000,249.860000,,,,,,,0.107000,
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,12,right_hip,1,1,2.000000,522.740000,245.480000,,,,,67.740932,0,0.107000,0.000000
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,13,left_knee,1,0,0.000000,439.840000,329.120000,,,,,,,0.087000,
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,14,right_knee,1,1,2.000000,423.000000,321.220000,,,,,67.740932,0,0.087000,0.000000
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,15,left_ankle,1,0,0.000000,329.320000,363.170000,,,,,,,0.089000,
MP_T_PushUp_1,openpose,0,0.000000,no_pred_match,0,none,0.000000,16,right_ankle,1,1,2.000000,291.340000,358.460000,,,,,67.740932,0,0.089000,0.000000
MP_T_PushUp_1,openpose,1,0.033009,ok,1,gt_bbox_iou,0.664757,0,nose,0,0,0.000000,0.000000,0.000000,2.000000,831.217000,215.988000,,,,0.026000,
MP_T_PushUp_1,openpose,1,0.033009,ok,1,gt_bbox_iou,0.664757,1,left_eye,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.025000,
MP_T_PushUp_1,openpose,1,0.033009,ok,1,gt_bbox_iou,0.664757,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,835.041000,202.240000,,,,0.025000,
MP_T_PushUp_1,openpose,1,0.033009,ok,1,gt_bbox_iou,0.664757,3,left_ear,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.035000,
MP_T_PushUp_1,openpose,1,0.033009,ok,1,gt_bbox_iou,0.664757,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,801.800000,169.040000,,,,0.035000,
MP_T_PushUp_1,openpose,1,0.033009,ok,1,gt_bbox_iou,0.664757,5,left_shoulder,1,1,2.000000,747.440000,207.220000,2.000000,768.456000,206.218000,21.039873,66.600779,1,0.079000,0.726281
MP_T_PushUp_1,openpose,1,0.033009,ok,1,gt_bbox_iou,0.664757,6,right_shoulder,1,1,2.000000,680.360000,210.200000,2.000000,717.530000,208.174000,37.225174,66.600779,1,0.079000,0.367464
MP_T_PushUp_1,openpose,1,0.033009,ok,1,gt_bbox_iou,0.664757,7,left_elbow,1,1,2.000000,730.150000,311.560000,2.000000,742.966000,308.106000,13.273280,66.600779,1,0.072000,0.857927
