video_name,algorithm,frame_idx,timestamp_sec,status,matched_pred_found,match_method,matched_pred_score,keypoint_idx,keypoint_name,is_active,is_eval_joint,gt_v,gt_x,gt_y,pred_v,pred_x,pred_y,distance_px,pck_threshold_px,pck_correct,oks_sigma,oks_term
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,0,nose,1,1,2.000000,496.470000,300.380000,2.000000,517.134132,313.506739,24.480965,39.195803,1,0.026000,0.000010
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,511.889381,300.954237,,,,0.025000,
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,504.572220,303.931146,,,,0.025000,
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,3,left_ear,0,0,0.000000,0.000000,0.000000,2.000000,508.066216,315.451577,,,,0.035000,
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,488.264275,307.001524,,,,0.035000,
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,5,left_shoulder,1,1,2.000000,533.400000,346.510000,2.000000,534.029732,342.838326,3.725286,39.195803,1,0.079000,0.971467
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,6,right_shoulder,1,1,2.000000,460.710000,352.640000,2.000000,495.015411,349.017706,34.496120,39.195803,1,0.079000,0.083559
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,7,left_elbow,1,1,2.000000,550.190000,406.190000,0.000000,538.144379,399.718409,,39.195803,0,0.072000,0.000000
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,8,right_elbow,1,1,2.000000,447.690000,415.180000,2.000000,492.669411,406.954665,45.725305,39.195803,0,0.072000,0.005245
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,9,left_wrist,1,1,2.000000,548.750000,471.090000,2.000000,525.015488,443.954129,36.051110,39.195803,1,0.062000,0.012258
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,10,right_wrist,1,1,2.000000,455.130000,476.010000,2.000000,490.543022,455.802841,40.772680,39.195803,0,0.062000,0.003589
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,11,left_hip,1,1,2.000000,526.450000,467.740000,2.000000,536.195908,366.011453,102.194325,39.195803,0,0.107000,0.000007
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,12,right_hip,1,1,2.000000,474.920000,468.660000,2.000000,511.882591,360.780244,114.036288,39.195803,0,0.107000,0.000000
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,13,left_knee,1,1,2.000000,530.490000,578.150000,0.000000,499.525719,467.628465,,39.195803,0,0.087000,0.000000
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,14,right_knee,1,1,2.000000,478.170000,576.150000,2.000000,488.792305,460.507350,116.129479,39.195803,0,0.087000,0.000000
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,15,left_ankle,1,1,2.000000,532.600000,673.230000,2.000000,498.413658,604.310617,76.932355,39.195803,0,0.089000,0.000060
SP_R_Yoga_1,mediapipe,0,0.000000,ok,1,direct,0.831210,16,right_ankle,1,1,2.000000,482.150000,675.090000,2.000000,441.153297,561.721344,120.553647,39.195803,0,0.089000,0.000000
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,0,nose,1,1,2.000000,496.470000,300.380000,2.000000,515.739899,302.964842,19.442490,39.195803,1,0.026000,0.000689
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,507.795486,294.581308,,,,0.025000,
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,499.127045,296.710274,,,,0.025000,
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,3,left_ear,0,0,0.000000,0.000000,0.000000,2.000000,502.696877,299.400594,,,,0.035000,
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,486.526566,303.906126,,,,0.035000,
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,5,left_shoulder,1,1,2.000000,533.400000,346.510000,2.000000,523.636932,356.503236,13.970765,39.195803,1,0.079000,0.665555
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,6,right_shoulder,1,1,2.000000,460.710000,352.640000,2.000000,470.759964,360.913196,13.017202,39.195803,1,0.079000,0.702259
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,7,left_elbow,1,1,2.000000,550.190000,406.190000,0.000000,515.896797,432.354670,,39.195803,0,0.072000,0.000000
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,8,right_elbow,1,1,2.000000,447.690000,415.180000,2.000000,466.568527,434.582663,27.071426,39.195803,1,0.072000,0.158757
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,9,left_wrist,1,1,2.000000,548.750000,471.090000,0.000000,511.881180,480.870123,,39.195803,0,0.062000,0.000000
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,10,right_wrist,1,1,2.000000,455.130000,476.010000,2.000000,503.651085,483.100863,49.036476,39.195803,0,0.062000,0.000291
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,11,left_hip,1,1,2.000000,526.450000,467.740000,2.000000,473.689003,410.858159,77.583933,39.195803,0,0.107000,0.001066
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,12,right_hip,1,1,2.000000,474.920000,468.660000,2.000000,437.684860,413.463721,66.581415,39.195803,0,0.107000,0.006469
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,13,left_knee,1,1,2.000000,530.490000,578.150000,2.000000,500.032692,518.387060,67.076498,39.195803,0,0.087000,0.000436
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,14,right_knee,1,1,2.000000,478.170000,576.150000,2.000000,476.167221,516.133404,60.050004,39.195803,0,0.087000,0.002025
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,15,left_ankle,1,1,2.000000,532.600000,673.230000,2.000000,518.538055,647.618122,29.218258,39.195803,1,0.089000,0.245841
SP_R_Yoga_1,mediapipe,1,0.040150,ok,1,direct,0.785556,16,right_ankle,1,1,2.000000,482.150000,675.090000,2.000000,461.869202,637.094164,43.069645,39.195803,0,0.089000,0.047421
SP_R_Yoga_1,mediapipe,2,0.080299,ok,1,direct,0.776125,0,nose,1,1,2.000000,496.470000,300.380000,2.000000,516.716270,308.909776,21.969719,39.195803,1,0.026000,0.000092
SP_R_Yoga_1,mediapipe,2,0.080299,ok,1,direct,0.776125,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,511.868668,299.495308,,,,0.025000,
SP_R_Yoga_1,mediapipe,2,0.080299,ok,1,direct,0.776125,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,505.396309,300.037479,,,,0.025000,
SP_R_Yoga_1,mediapipe,2,0.080299,ok,1,direct,0.776125,3,left_ear,0,0,0.000000,0.000000,0.000000,2.000000,502.826385,297.966321,,,,0.035000,
SP_R_Yoga_1,mediapipe,2,0.080299,ok,1,direct,0.776125,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,491.633034,303.133864,,,,0.035000,
SP_R_Yoga_1,mediapipe,2,0.080299,ok,1,direct,0.776125,5,left_shoulder,1,1,2.000000,533.400000,346.510000,2.000000,501.840630,338.641226,32.525551,39.195803,1,0.079000,0.110062
