video_name,algorithm,frame_idx,timestamp_sec,status,matched_pred_found,match_method,matched_pred_score,keypoint_idx,keypoint_name,is_active,is_eval_joint,gt_v,gt_x,gt_y,pred_v,pred_x,pred_y,distance_px,pck_threshold_px,pck_correct,oks_sigma,oks_term
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,0,nose,0,0,0.000000,0.000000,0.000000,2.000000,817.331238,230.829341,,,,0.026000,
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,827.575226,215.086513,,,,0.025000,
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,822.421265,212.790284,,,,0.025000,
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,3,left_ear,0,0,0.000000,0.000000,0.000000,2.000000,809.644012,197.920547,,,,0.035000,
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,801.447601,193.911867,,,,0.035000,
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,5,left_shoulder,1,1,2.000000,753.360000,207.070000,2.000000,754.938660,215.066385,8.150727,65.888754,1,0.079000,0.952144
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,6,right_shoulder,1,1,2.000000,684.080000,197.990000,2.000000,692.133713,222.889080,26.169189,65.888754,1,0.079000,0.603195
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,7,left_elbow,1,1,2.000000,751.000000,309.340000,2.000000,749.007874,326.838670,17.611701,65.888754,1,0.072000,0.759085
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,8,right_elbow,1,1,2.000000,676.480000,316.260000,2.000000,670.007706,345.185580,29.640847,65.888754,1,0.072000,0.458053
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,9,left_wrist,1,1,2.000000,758.440000,412.480000,2.000000,756.967697,414.784269,2.734471,65.888754,1,0.062000,0.991079
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,10,right_wrist,1,1,2.000000,680.210000,448.870000,2.000000,681.479187,450.953321,2.439480,65.888754,1,0.062000,0.992893
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,11,left_hip,1,0,0.000000,837.480000,390.670000,2.000000,564.164810,261.882048,,,,0.107000,
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,12,right_hip,1,1,2.000000,544.810000,255.920000,2.000000,533.203392,259.144049,12.046071,65.888754,1,0.107000,0.943283
SP_T_PushUp_1,blazepose,0,0.000000,ok,1,gt_bbox_iou,0.927174,13,left_knee,1,0,0.000000,486.330000,347.040000,0.000000,467.865524,329.813390,,,,0.087000,
