video_name,algorithm,frame_idx,timestamp_sec,status,matched_pred_found,match_method,matched_pred_score,keypoint_idx,keypoint_name,is_active,is_eval_joint,gt_v,gt_x,gt_y,pred_v,pred_x,pred_y,distance_px,pck_threshold_px,pck_correct,oks_sigma,oks_term
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,0,nose,0,0,0.000000,0.000000,0.000000,2.000000,696.567993,280.280121,,,,0.026000,
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,1,left_eye,0,0,0.000000,0.000000,0.000000,2.000000,705.647522,266.660889,,,,0.025000,
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,2,right_eye,0,0,0.000000,0.000000,0.000000,2.000000,682.948792,266.660889,,,,0.025000,
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,3,left_ear,0,0,0.000000,0.000000,0.000000,2.000000,714.726990,271.200623,,,,0.035000,
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,4,right_ear,0,0,0.000000,0.000000,0.000000,2.000000,655.710327,271.200623,,,,0.035000,
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,5,left_shoulder,1,1,2.000000,718.820000,354.970000,2.000000,714.726990,343.836517,11.862005,46.786207,1,0.079000,0.813837
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,6,right_shoulder,1,1,2.000000,629.820000,359.400000,2.000000,642.091125,343.836517,19.819246,46.786207,1,0.079000,0.562670
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,7,left_elbow,1,1,2.000000,744.230000,439.050000,2.000000,737.425720,421.012177,19.278519,46.786207,1,0.072000,0.519414
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,8,right_elbow,1,1,2.000000,667.820000,440.250000,2.000000,660.250061,439.171143,7.646431,46.786207,1,0.072000,0.902082
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,9,left_wrist,1,1,2.000000,792.750000,483.400000,2.000000,773.743652,470.949341,22.721359,46.786207,1,0.062000,0.293142
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,10,right_wrist,1,1,2.000000,722.690000,492.220000,2.000000,723.806458,489.108307,3.305921,46.786207,1,0.062000,0.974357
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,11,left_hip,1,1,2.000000,707.730000,479.700000,2.000000,719.266724,480.028839,11.541409,46.786207,1,0.107000,0.899152
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,12,right_hip,1,1,2.000000,646.600000,495.440000,2.000000,660.250061,489.108307,15.047076,46.786207,1,0.107000,0.834695
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,13,left_knee,1,1,2.000000,801.110000,510.160000,2.000000,805.521851,507.267303,5.275615,46.786207,1,0.087000,0.966961
SP_R_DudukBerdiri_1,alphapose,0,0.000000,ok,1,gt_bbox_iou,2.926408,14,right_knee,1,1,2.000000,734.820000,533.940000,2.000000,741.965454,534.505737,7.167815,46.786207,1,0.087000,0.939864
