video_name,algorithm,scene_person_mode,lighting_mode,n_frames_total,n_frames_scored,n_frames_no_active_gt,n_frames_pred_missing,matched_frame_rate,total_eval_kpt,total_missing_pred_kpt,total_pck_correct,oks_mean_frame,oks_median_frame,oks_weighted,pck_global,latency_mean_ms,latency_median_ms,latency_p95_ms,fps_mean,fps_effective,notes
MP_T_Jongkok_1,posenet,multi,bright,144,144,0,0,1.000000,1728,0,49,0.004896,0.000309,0.004896,0.028356,16.092580,16.393150,17.973700,62.526155,62.140440,
MP_T_Jongkok_2,posenet,multi,bright,208,145,63,0,0.697115,1740,0,37,0.004510,0.000087,0.004510,0.021264,16.131163,16.065000,17.819100,63.055872,61.991812,
MP_T_PushUp_1,posenet,multi,bright,76,76,0,0,1.000000,532,0,59,0.062110,0.051736,0.057824,0.110902,14.939051,15.219100,16.238100,67.287056,66.938655,
MP_T_PushUp_2,posenet,multi,bright,134,134,0,0,1.000000,1072,0,118,0.035383,0.024940,0.035383,0.110075,15.393165,15.450550,17.145100,65.420146,64.963898,
MP_T_Yoga_1,posenet,multi,bright,171,171,0,0,1.000000,2223,0,155,0.016979,0.008588,0.016979,0.069726,15.380506,15.464500,17.200600,65.498938,65.017365,
MP_T_Yoga_2,posenet,multi,bright,213,213,0,0,1.000000,2769,0,185,0.031437,0.023987,0.031437,0.066811,16.672008,16.662000,19.322400,60.706603,59.980776,
SP_R_DudukBerdiri_1,posenet,single,dim,121,121,0,0,1.000000,1452,0,55,0.014617,0.004859,0.014617,0.037879,15.503581,15.541400,17.083700,64.826349,64.501227,
SP_R_DudukBerdiri_2,posenet,single,dim,128,128,0,0,1.000000,1536,0,1,0.000070,0.000000,0.000070,0.000651,15.413737,15.567650,16.932000,65.331099,64.877195,
SP_R_Jongkok_1,posenet,single,dim,109,109,0,0,1.000000,1308,0,34,0.006738,0.000533,0.006738,0.025994,16.688671,16.796400,18.623800,60.333044,59.920890,
SP_R_Jongkok_2,posenet,single,dim,169,169,0,0,1.000000,2028,0,106,0.011720,0.001634,0.011720,0.052268,16.033129,16.048200,18.411300,63.170379,62.370857,
SP_R_PushUp_1,posenet,single,dim,85,85,0,0,1.000000,647,0,52,0.029192,0.016317,0.028435,0.080371,15.276499,15.572500,16.857400,65.847372,65.460025,
SP_R_PushUp_2,posenet,single,dim,130,130,0,0,1.000000,1214,0,96,0.023864,0.009531,0.026656,0.079077,15.788389,16.020200,17.137300,63.645889,63.337683,
SP_R_Yoga_1,posenet,single,dim,115,115,0,0,1.000000,1487,0,1,0.000018,0.000000,0.000018,0.000672,15.448572,15.510300,17.498800,65.202546,64.730901,
SP_R_Yoga_2,posenet,single,dim,175,175,0,0,1.000000,2275,0,166,0.026960,0.018140,0.026960,0.072967,15.526002,15.622600,17.078600,64.762613,64.408083,
SP_T_DudukBerdiri_1,posenet,single,bright,122,122,0,0,1.000000,1464,0,20,0.001243,0.000005,0.001243,0.013661,15.168979,15.275800,16.964600,66.338921,65.924016,
SP_T_DudukBerdiri_2,posenet,single,bright,134,134,0,0,1.000000,1608,0,25,0.000841,0.000030,0.000841,0.015547,15.919681,15.985850,18.753000,63.407248,62.815328,
SP_T_Jongkok_1,posenet,single,bright,124,124,0,0,1.000000,1488,0,15,0.000694,0.000000,0.000694,0.010081,15.379182,15.544650,17.056000,65.404494,65.022963,
SP_T_Jongkok_2,posenet,single,bright,145,145,0,0,1.000000,1740,0,15,0.000956,0.000000,0.000956,0.008621,15.838057,16.011200,17.506200,63.536673,63.139060,
SP_T_PushUp_1,posenet,single,bright,124,124,0,0,1.000000,998,0,174,0.070595,0.079792,0.074086,0.174349,15.753590,15.960100,17.450400,63.841808,63.477597,
SP_T_PushUp_2,posenet,single,bright,128,128,0,0,1.000000,1190,0,88,0.020343,0.011224,0.021851,0.073950,16.336384,16.155400,18.089100,62.034868,61.213058,
SP_T_Yoga_1,posenet,single,bright,121,120,1,0,0.991736,1560,0,15,0.002834,0.000007,0.002834,0.009615,15.747591,15.976100,17.587100,63.947551,63.501777,
SP_T_Yoga_2,posenet,single,bright,226,226,0,0,1.000000,2938,0,96,0.012121,0.000000,0.012121,0.032675,15.641248,15.834900,17.464600,64.386160,63.933516,
MP_R_DudukBerdiri_1,openpose,multi,dim,121,1,0,120,0.008264,1283,1274,7,0.004668,0.000000,0.004403,0.005456,1813362.273100,1813362.273100,1813362.273100,0.000551,0.000551,
MP_R_DudukBerdiri_2,openpose,multi,dim,150,1,0,149,0.006667,1538,1528,9,0.004618,0.000000,0.004504,0.005852,2251389.375100,2251389.375100,2251389.375100,0.000444,0.000444,
MP_R_Jongkok_1,openpose,multi,dim,126,1,0,125,0.007937,1512,1500,12,0.006493,0.000000,0.006493,0.007937,1878209.266900,1878209.266900,1878209.266900,0.000532,0.000532,
MP_R_Jongkok_2,openpose,multi,dim,139,1,0,138,0.007194,1668,1656,12,0.006082,0.000000,0.006082,0.007194,2070859.043600,2070859.043600,2070859.043600,0.000483,0.000483,
MP_R_PushUp_1,openpose,multi,dim,77,1,0,76,0.012987,557,552,2,0.001829,0.000000,0.002276,0.003591,1147713.891600,1147713.891600,1147713.891600,0.000871,0.000871,
MP_R_PushUp_2,openpose,multi,dim,91,1,0,90,0.010989,728,720,8,0.008434,0.000000,0.008434,0.010989,1356641.124400,1356641.124400,1356641.124400,0.000737,0.000737,
MP_R_Yoga_1,openpose,multi,dim,182,1,0,181,0.005495,2361,2348,13,0.004386,0.000000,0.004395,0.005506,2713506.594200,2713506.594200,2713506.594200,0.000369,0.000369,
MP_R_Yoga_2,openpose,multi,dim,173,1,0,172,0.005780,2249,2236,13,0.004108,0.000000,0.004108,0.005780,2582111.511500,2582111.511500,2582111.511500,0.000387,0.000387,
MP_T_DudukBerdiri_1,openpose,multi,bright,148,1,0,147,0.006757,1771,1760,10,0.003482,0.000000,0.003200,0.005647,2232470.672400,2232470.672400,2232470.672400,0.000448,0.000448,
MP_T_DudukBerdiri_2,openpose,multi,bright,145,1,0,144,0.006897,1697,1685,12,0.004594,0.000000,0.004711,0.007071,2193498.591000,2193498.591000,2193498.591000,0.000456,0.000456,
MP_T_Jongkok_1,openpose,multi,bright,144,1,0,143,0.006944,1728,1716,12,0.006137,0.000000,0.006137,0.006944,2145728.738400,2145728.738400,2145728.738400,0.000466,0.000466,
MP_T_Jongkok_2,openpose,multi,bright,208,1,63,144,0.004808,1740,1728,9,0.002597,0.000000,0.002597,0.005172,3124327.078000,3124327.078000,3124327.078000,0.000320,0.000320,
MP_T_PushUp_1,openpose,multi,bright,76,1,0,75,0.013158,532,523,9,0.010211,0.000000,0.013128,0.016917,1131955.726200,1131955.726200,1131955.726200,0.000883,0.000883,
MP_T_PushUp_2,openpose,multi,bright,134,1,0,133,0.007463,1072,1066,1,0.000754,0.000000,0.000754,0.000933,1995610.354700,1995610.354700,1995610.354700,0.000501,0.000501,
MP_T_Yoga_1,openpose,multi,bright,171,1,0,170,0.005848,2223,2210,13,0.004848,0.000000,0.004848,0.005848,2545693.651000,2545693.651000,2545693.651000,0.000393,0.000393,
MP_T_Yoga_2,openpose,multi,bright,213,1,0,212,0.004695,2769,2756,13,0.003967,0.000000,0.003967,0.004695,3157536.761500,3157536.761500,3157536.761500,0.000317,0.000317,
SP_R_DudukBerdiri_1,openpose,single,dim,121,1,0,120,0.008264,1452,1440,12,0.006776,0.000000,0.006776,0.008264,1796280.756000,1796280.756000,1796280.756000,0.000557,0.000557,
SP_R_DudukBerdiri_2,openpose,single,dim,128,1,0,127,0.007812,1536,1524,9,0.002679,0.000000,0.002679,0.005859,1905319.533200,1905319.533200,1905319.533200,0.000525,0.000525,
SP_R_Jongkok_1,openpose,single,dim,109,1,0,108,0.009174,1308,1296,12,0.008056,0.000000,0.008056,0.009174,1629647.888100,1629647.888100,1629647.888100,0.000614,0.000614,
SP_R_Jongkok_2,openpose,single,dim,169,1,0,168,0.005917,2028,2016,12,0.004744,0.000000,0.004744,0.005917,2519127.067700,2519127.067700,2519127.067700,0.000397,0.000397,
SP_R_PushUp_1,openpose,single,dim,85,1,0,84,0.011765,647,638,9,0.008355,0.000000,0.009879,0.013910,1268221.213200,1268221.213200,1268221.213200,0.000789,0.000789,
SP_R_PushUp_2,openpose,single,dim,130,1,0,129,0.007692,1214,1203,11,0.005695,0.000000,0.006709,0.009061,1939428.689900,1939428.689900,1939428.689900,0.000516,0.000516,
SP_R_Yoga_1,openpose,single,dim,115,1,0,114,0.008696,1487,1474,13,0.007464,0.000000,0.007504,0.008742,1715521.753700,1715521.753700,1715521.753700,0.000583,0.000583,
SP_R_Yoga_2,openpose,single,dim,175,1,0,174,0.005714,2275,2262,13,0.004770,0.000000,0.004770,0.005714,2662846.969200,2662846.969200,2662846.969200,0.000376,0.000376,
SP_T_DudukBerdiri_1,openpose,single,bright,122,1,0,121,0.008197,1464,1452,12,0.006857,0.000000,0.006857,0.008197,1821560.277000,1821560.277000,1821560.277000,0.000549,0.000549,
SP_T_DudukBerdiri_2,openpose,single,bright,134,1,0,133,0.007463,1608,1596,12,0.006004,0.000000,0.006004,0.007463,2002495.974300,2002495.974300,2002495.974300,0.000499,0.000499,
SP_T_Jongkok_1,openpose,single,bright,124,1,0,123,0.008065,1488,1476,12,0.007489,0.000000,0.007489,0.008065,1853893.602200,1853893.602200,1853893.602200,0.000539,0.000539,
SP_T_Jongkok_2,openpose,single,bright,145,1,0,144,0.006897,1740,1728,12,0.005310,0.000000,0.005310,0.006897,2163931.992200,2163931.992200,2163931.992200,0.000462,0.000462,
SP_T_PushUp_1,openpose,single,bright,124,1,0,123,0.008065,998,989,9,0.007316,0.000000,0.008181,0.009018,1848759.343700,1848759.343700,1848759.343700,0.000541,0.000541,
SP_T_PushUp_2,openpose,single,bright,128,1,0,127,0.007812,1190,1178,8,0.003306,0.000000,0.004267,0.006723,1909730.566400,1909730.566400,1909730.566400,0.000524,0.000524,
SP_T_Yoga_1,openpose,single,bright,121,1,1,119,0.008264,1560,1547,13,0.004507,0.000000,0.004507,0.008333,1805695.620800,1805695.620800,1805695.620800,0.000554,0.000554,
SP_T_Yoga_2,openpose,single,bright,226,1,0,225,0.004425,2938,2925,13,0.003858,0.000000,0.003858,0.004425,3374542.212300,3374542.212300,3374542.212300,0.000296,0.000296,
MP_R_DudukBerdiri_1,hrnet,multi,dim,121,121,0,0,1.000000,1283,0,1199,0.677330,0.735347,0.677785,0.934528,372.940145,372.940145,372.940145,2.681395,2.681395,
MP_R_DudukBerdiri_2,hrnet,multi,dim,150,150,0,0,1.000000,1538,0,1049,0.544943,0.700835,0.533154,0.682055,406.783413,406.783413,406.783413,2.458311,2.458311,
MP_R_Jongkok_1,hrnet,multi,dim,126,126,0,0,1.000000,1512,0,1500,0.871240,0.869244,0.871240,0.992063,371.442784,371.442784,371.442784,2.692205,2.692205,
MP_R_Jongkok_2,hrnet,multi,dim,139,139,0,0,1.000000,1668,0,1618,0.788107,0.812613,0.788107,0.970024,378.398863,378.398863,378.398863,2.642714,2.642714,
MP_R_PushUp_1,hrnet,multi,dim,77,77,0,0,1.000000,557,0,488,0.533549,0.520023,0.546897,0.876122,380.668717,380.668717,380.668717,2.626956,2.626956,
MP_R_PushUp_2,hrnet,multi,dim,91,91,0,0,1.000000,728,0,472,0.451021,0.435317,0.451021,0.648352,394.736251,394.736251,394.736251,2.533337,2.533337,
MP_R_Yoga_1,hrnet,multi,dim,182,182,0,0,1.000000,2361,0,2183,0.787387,0.803714,0.787288,0.924608,379.112301,379.112301,379.112301,2.637741,2.637741,
MP_R_Yoga_2,hrnet,multi,dim,173,173,0,0,1.000000,2249,0,2041,0.820139,0.889470,0.820139,0.907514,384.387185,384.387185,384.387185,2.601544,2.601544,
MP_T_DudukBerdiri_1,hrnet,multi,bright,148,148,0,0,1.000000,1771,0,1771,0.848998,0.843196,0.848801,1.000000,414.931224,414.931224,414.931224,2.410038,2.410038,
MP_T_DudukBerdiri_2,hrnet,multi,bright,145,145,0,0,1.000000,1697,0,1690,0.783135,0.790833,0.782871,0.995875,434.733933,434.733933,434.733933,2.300258,2.300258,
MP_T_Jongkok_1,hrnet,multi,bright,144,144,0,0,1.000000,1728,0,1728,0.942718,0.940664,0.942718,1.000000,369.750133,369.750133,369.750133,2.704529,2.704529,
MP_T_Jongkok_2,hrnet,multi,bright,208,145,63,0,0.697115,1740,0,946,0.239829,0.216626,0.239829,0.543678,373.625658,373.625658,373.625658,2.676476,2.676476,
MP_T_PushUp_1,hrnet,multi,bright,76,76,0,0,1.000000,532,0,532,0.845825,0.848960,0.845987,1.000000,392.164959,392.164959,392.164959,2.549947,2.549947,
MP_T_PushUp_2,hrnet,multi,bright,134,134,0,0,1.000000,1072,0,1031,0.801823,0.814172,0.801823,0.961754,395.031699,395.031699,395.031699,2.531442,2.531442,
MP_T_Yoga_1,hrnet,multi,bright,171,171,0,0,1.000000,2223,0,2223,0.919623,0.917840,0.919623,1.000000,389.583515,389.583515,389.583515,2.566844,2.566844,
MP_T_Yoga_2,hrnet,multi,bright,213,213,0,0,1.000000,2769,0,2759,0.933448,0.943201,0.933448,0.996389,387.988293,387.988293,387.988293,2.577397,2.577397,
SP_R_DudukBerdiri_1,hrnet,single,dim,121,121,0,0,1.000000,1452,0,1452,0.757404,0.763421,0.757404,1.000000,322.084781,322.084781,322.084781,3.104773,3.104773,
SP_R_DudukBerdiri_2,hrnet,single,dim,128,128,0,0,1.000000,1536,0,1434,0.769258,0.753318,0.769258,0.933594,327.101827,327.101827,327.101827,3.057152,3.057152,
SP_R_Jongkok_1,hrnet,single,dim,109,109,0,0,1.000000,1308,0,1308,0.901223,0.901651,0.901223,1.000000,322.395511,322.395511,322.395511,3.101780,3.101780,
SP_R_Jongkok_2,hrnet,single,dim,169,169,0,0,1.000000,2028,0,1964,0.788578,0.817380,0.788578,0.968442,321.203542,321.203542,321.203542,3.113291,3.113291,
SP_R_PushUp_1,hrnet,single,dim,85,85,0,0,1.000000,647,0,641,0.688601,0.726285,0.701998,0.990726,338.398236,338.398236,338.398236,2.955098,2.955098,
SP_R_PushUp_2,hrnet,single,dim,130,130,0,0,1.000000,1214,0,1142,0.693805,0.698094,0.701054,0.940692,324.829099,324.829099,324.829099,3.078542,3.078542,
SP_R_Yoga_1,hrnet,single,dim,115,115,0,0,1.000000,1487,0,1461,0.842591,0.860711,0.843143,0.982515,326.083635,326.083635,326.083635,3.066698,3.066698,
SP_R_Yoga_2,hrnet,single,dim,175,175,0,0,1.000000,2275,0,2174,0.859121,0.892825,0.859121,0.955604,322.015837,322.015837,322.015837,3.105437,3.105437,
SP_T_DudukBerdiri_1,hrnet,single,bright,122,122,0,0,1.000000,1464,0,1464,0.844633,0.843388,0.844633,1.000000,378.469153,378.469153,378.469153,2.642223,2.642223,
SP_T_DudukBerdiri_2,hrnet,single,bright,134,134,0,0,1.000000,1608,0,1608,0.876684,0.880957,0.876684,1.000000,327.381482,327.381482,327.381482,3.054541,3.054541,
SP_T_Jongkok_1,hrnet,single,bright,124,124,0,0,1.000000,1488,0,1488,0.945822,0.950997,0.945822,1.000000,324.819792,324.819792,324.819792,3.078630,3.078630,
SP_T_Jongkok_2,hrnet,single,bright,145,145,0,0,1.000000,1740,0,1734,0.891648,0.893665,0.891648,0.996552,322.705243,322.705243,322.705243,3.098803,3.098803,
SP_T_PushUp_1,hrnet,single,bright,124,124,0,0,1.000000,998,0,998,0.866020,0.881419,0.871696,1.000000,322.473023,322.473023,322.473023,3.101035,3.101035,
SP_T_PushUp_2,hrnet,single,bright,128,128,0,0,1.000000,1190,0,1134,0.747346,0.742269,0.748710,0.952941,323.601344,323.601344,323.601344,3.090222,3.090222,
SP_T_Yoga_1,hrnet,single,bright,121,120,1,0,0.991736,1560,0,1560,0.899066,0.897487,0.899066,1.000000,321.237844,321.237844,321.237844,3.112958,3.112958,
SP_T_Yoga_2,hrnet,single,bright,226,226,0,0,1.000000,2938,0,2938,0.916010,0.912342,0.916010,1.000000,321.384650,321.384650,321.384650,3.111536,3.111536,
MP_R_DudukBerdiri_1,mediapipe,multi,dim,121,120,0,1,0.991736,1283,90,959,0.453138,0.496289,0.456359,0.747467,29.112036,28.347500,30.815100,34.607276,34.350054,
MP_R_DudukBerdiri_1,alphapose,multi,dim,121,121,0,0,1.000000,1283,0,1187,0.626571,0.679063,0.627245,0.925175,408.059858,408.059858,408.059858,2.450621,2.450621,
MP_R_DudukBerdiri_2,alphapose,multi,dim,150,150,0,0,1.000000,1538,0,1395,0.708019,0.726398,0.705391,0.907022,469.688067,469.688067,469.688067,2.129073,2.129073,
MP_R_Jongkok_1,alphapose,multi,dim,126,126,0,0,1.000000,1512,0,1494,0.841036,0.847664,0.841036,0.988095,407.639121,407.639121,407.639121,2.453150,2.453150,
MP_R_Jongkok_2,alphapose,multi,dim,139,139,0,0,1.000000,1668,0,1627,0.771308,0.785298,0.771308,0.975420,369.532581,369.532581,369.532581,2.706121,2.706121,
MP_R_PushUp_1,alphapose,multi,dim,77,77,0,0,1.000000,557,0,436,0.432850,0.391922,0.464420,0.782765,390.859065,390.859065,390.859065,2.558467,2.558467,
MP_R_PushUp_2,alphapose,multi,dim,91,91,0,0,1.000000,728,0,666,0.642578,0.659761,0.642578,0.914835,432.001181,432.001181,432.001181,2.314808,2.314808,
MP_R_Yoga_1,alphapose,multi,dim,182,182,0,0,1.000000,2361,0,2108,0.730365,0.734811,0.730173,0.892842,376.927352,376.927352,376.927352,2.653031,2.653031,
MP_R_Yoga_2,alphapose,multi,dim,173,173,0,0,1.000000,2249,0,1999,0.770400,0.803719,0.770400,0.888839,394.752682,394.752682,394.752682,2.533232,2.533232,
MP_T_DudukBerdiri_1,alphapose,multi,bright,148,148,0,0,1.000000,1771,0,1754,0.812152,0.827207,0.811953,0.990401,422.667341,422.667341,422.667341,2.365927,2.365927,
MP_T_DudukBerdiri_2,alphapose,multi,bright,145,145,0,0,1.000000,1697,0,1658,0.749149,0.766555,0.748342,0.977018,409.377592,409.377592,409.377592,2.442733,2.442733,
MP_T_Jongkok_1,alphapose,multi,bright,144,144,0,0,1.000000,1728,0,1728,0.922526,0.924434,0.922526,1.000000,353.534269,353.534269,353.534269,2.828580,2.828580,
MP_T_Jongkok_2,alphapose,multi,bright,208,145,63,0,0.697115,1740,0,973,0.277337,0.231730,0.277337,0.559195,371.907503,371.907503,371.907503,2.688841,2.688841,
MP_T_PushUp_1,alphapose,multi,bright,76,76,0,0,1.000000,532,0,527,0.753559,0.753523,0.759886,0.990602,383.309883,383.309883,383.309883,2.608855,2.608855,
MP_T_PushUp_2,alphapose,multi,bright,134,134,0,0,1.000000,1072,0,1054,0.745721,0.751120,0.745721,0.983209,374.326900,374.326900,374.326900,2.671462,2.671462,
MP_T_Yoga_1,alphapose,multi,bright,171,171,0,0,1.000000,2223,0,2223,0.904788,0.899921,0.904788,1.000000,362.906956,362.906956,362.906956,2.755527,2.755527,
MP_T_Yoga_2,alphapose,multi,bright,213,213,0,0,1.000000,2769,0,2769,0.924379,0.927975,0.924379,1.000000,365.567440,365.567440,365.567440,2.735473,2.735473,
SP_R_DudukBerdiri_1,alphapose,single,dim,121,121,0,0,1.000000,1452,0,1447,0.735194,0.735242,0.735194,0.996556,352.577825,352.577825,352.577825,2.836253,2.836253,
SP_R_DudukBerdiri_2,alphapose,single,dim,128,128,0,0,1.000000,1536,0,1424,0.775616,0.774115,0.775616,0.927083,351.277845,351.277845,351.277845,2.846749,2.846749,
SP_R_Jongkok_1,alphapose,single,dim,109,109,0,0,1.000000,1308,0,1303,0.855097,0.868661,0.855097,0.996177,323.196655,323.196655,323.196655,3.094091,3.094091,
SP_R_Jongkok_2,alphapose,single,dim,169,169,0,0,1.000000,2028,0,1923,0.728593,0.694237,0.728593,0.948225,316.553083,316.553083,316.553083,3.159028,3.159028,
SP_R_PushUp_1,alphapose,single,dim,85,84,0,1,0.988235,647,6,595,0.556059,0.641009,0.581144,0.919629,366.040804,366.040804,366.040804,2.731936,2.731936,
SP_R_PushUp_2,alphapose,single,dim,130,130,0,0,1.000000,1214,0,1162,0.641163,0.656457,0.639169,0.957166,317.493362,317.493362,317.493362,3.149672,3.149672,
SP_R_Yoga_1,alphapose,single,dim,115,115,0,0,1.000000,1487,0,1434,0.777416,0.788711,0.777941,0.964358,324.726621,324.726621,324.726621,3.079513,3.079513,
SP_R_Yoga_2,alphapose,single,dim,175,175,0,0,1.000000,2275,0,2129,0.811572,0.834242,0.811572,0.935824,318.714065,318.714065,318.714065,3.137609,3.137609,
SP_T_DudukBerdiri_1,alphapose,single,bright,122,122,0,0,1.000000,1464,0,1464,0.847481,0.848704,0.847481,1.000000,350.898810,350.898810,350.898810,2.849824,2.849824,
SP_T_DudukBerdiri_2,alphapose,single,bright,134,134,0,0,1.000000,1608,0,1608,0.850566,0.853541,0.850566,1.000000,322.831711,322.831711,322.831711,3.097589,3.097589,
SP_T_Jongkok_1,alphapose,single,bright,124,124,0,0,1.000000,1488,0,1488,0.926951,0.931347,0.926951,1.000000,350.865132,350.865132,350.865132,2.850098,2.850098,
SP_T_Jongkok_2,alphapose,single,bright,145,145,0,0,1.000000,1740,0,1727,0.824667,0.851888,0.824667,0.992529,319.610051,319.610051,319.610051,3.128813,3.128813,
SP_T_PushUp_1,alphapose,single,bright,124,124,0,0,1.000000,998,0,998,0.823410,0.844611,0.832238,1.000000,325.590010,325.590010,325.590010,3.071347,3.071347,
SP_T_PushUp_2,alphapose,single,bright,128,128,0,0,1.000000,1190,0,1170,0.734830,0.723711,0.732942,0.983193,328.535829,328.535829,328.535829,3.043808,3.043808,
SP_T_Yoga_1,alphapose,single,bright,121,120,1,0,0.991736,1560,0,1560,0.894982,0.894069,0.894982,1.000000,325.340657,325.340657,325.340657,3.073701,3.073701,
SP_T_Yoga_2,alphapose,single,bright,226,226,0,0,1.000000,2938,0,2938,0.918769,0.918260,0.918769,1.000000,318.740592,318.740592,318.740592,3.137348,3.137348,
MP_R_DudukBerdiri_1,efficientpose,multi,dim,121,121,0,0,1.000000,1283,0,558,0.164101,0.164870,0.164251,0.434918,29.398989,29.243300,31.601500,34.556637,34.014775,
MP_R_DudukBerdiri_2,efficientpose,multi,dim,150,150,0,0,1.000000,1538,0,163,0.038625,0.017132,0.039901,0.105982,29.289131,29.749600,31.938000,34.338927,34.142359,
MP_R_Jongkok_1,efficientpose,multi,dim,126,126,0,0,1.000000,1512,0,726,0.225729,0.211249,0.225729,0.480159,29.537510,29.664050,33.912900,34.141920,33.855257,
MP_R_Jongkok_2,efficientpose,multi,dim,139,139,0,0,1.000000,1668,0,594,0.145903,0.151329,0.145903,0.356115,30.283311,30.368800,33.235500,33.190984,33.021489,
MP_R_PushUp_1,efficientpose,multi,dim,77,77,0,0,1.000000,557,0,330,0.241415,0.188730,0.265249,0.592460,29.245390,29.250300,33.036400,34.461295,34.193424,
MP_R_PushUp_2,efficientpose,multi,dim,91,91,0,0,1.000000,728,0,353,0.219036,0.193499,0.219036,0.484890,31.419092,30.851200,37.532300,32.087512,31.827781,
MP_R_Yoga_1,efficientpose,multi,dim,182,182,0,0,1.000000,2361,0,683,0.114546,0.114434,0.114491,0.289284,30.342135,30.285950,33.006000,33.090558,32.957470,
MP_R_Yoga_2,efficientpose,multi,dim,173,173,0,0,1.000000,2249,0,717,0.129373,0.100001,0.129373,0.318808,29.063594,29.251800,32.419200,34.644715,34.407307,
MP_T_DudukBerdiri_1,efficientpose,multi,bright,148,148,0,0,1.000000,1771,0,1157,0.311770,0.329356,0.311555,0.653303,28.869536,29.011600,31.454700,34.804573,34.638589,
MP_T_DudukBerdiri_2,efficientpose,multi,bright,145,145,0,0,1.000000,1697,0,396,0.107516,0.090054,0.106970,0.233353,28.493397,28.515100,31.533000,35.298442,35.095851,
MP_T_Jongkok_1,efficientpose,multi,bright,144,144,0,0,1.000000,1728,0,1068,0.319050,0.385529,0.319050,0.618056,29.546601,29.744450,32.642200,34.028828,33.844841,
MP_T_Jongkok_2,efficientpose,multi,bright,208,145,63,0,0.697115,1740,0,170,0.041984,0.000002,0.041984,0.097701,29.440934,29.525700,33.093700,34.176405,33.966314,
MP_T_PushUp_1,efficientpose,multi,bright,76,76,0,0,1.000000,532,0,438,0.418769,0.376035,0.448069,0.823308,31.347079,30.899650,37.762600,32.118062,31.900899,
MP_T_PushUp_2,efficientpose,multi,bright,134,134,0,0,1.000000,1072,0,708,0.347335,0.377978,0.347335,0.660448,31.092655,30.241550,37.868700,32.486587,32.161936,
MP_T_Yoga_1,efficientpose,multi,bright,171,171,0,0,1.000000,2223,0,1279,0.283758,0.229240,0.283758,0.575349,29.397136,29.332700,32.528100,34.217671,34.016919,
MP_T_Yoga_2,efficientpose,multi,bright,213,213,0,0,1.000000,2769,0,812,0.151624,0.068939,0.151624,0.293247,28.967057,29.347100,32.016000,34.744425,34.521974,
SP_R_DudukBerdiri_1,efficientpose,single,dim,121,121,0,0,1.000000,1452,0,652,0.151280,0.144109,0.151280,0.449036,28.779557,29.235500,31.388700,34.978743,34.746886,
SP_R_DudukBerdiri_2,efficientpose,single,dim,128,128,0,0,1.000000,1536,0,367,0.099483,0.102324,0.099483,0.238932,29.510271,29.809500,32.726000,34.067873,33.886507,
SP_R_Jongkok_1,efficientpose,single,dim,109,109,0,0,1.000000,1308,0,592,0.178830,0.206942,0.178830,0.452599,29.811630,29.979400,32.932400,33.755707,33.543956,
SP_R_Jongkok_2,efficientpose,single,dim,169,169,0,0,1.000000,2028,0,602,0.122573,0.101459,0.122573,0.296844,29.925120,30.005800,33.286700,33.623413,33.416741,
SP_R_PushUp_1,efficientpose,single,dim,85,85,0,0,1.000000,647,0,470,0.261719,0.226599,0.274745,0.726430,29.992455,29.811900,35.892100,33.613599,33.341718,
SP_R_PushUp_2,efficientpose,single,dim,130,130,0,0,1.000000,1214,0,907,0.416323,0.453156,0.439060,0.747117,30.632274,30.306100,36.288400,32.972597,32.645308,
SP_R_Yoga_1,efficientpose,single,dim,115,115,0,0,1.000000,1487,0,275,0.059192,0.050940,0.059038,0.184936,29.768993,29.227400,34.914900,33.785132,33.592000,
SP_R_Yoga_2,efficientpose,single,dim,175,175,0,0,1.000000,2275,0,838,0.136721,0.124036,0.136721,0.368352,30.263746,30.405200,32.029400,33.104460,33.042836,
SP_T_DudukBerdiri_1,efficientpose,single,bright,122,122,0,0,1.000000,1464,0,1163,0.424911,0.407972,0.424911,0.794399,30.296397,30.201800,32.335600,33.074832,33.007226,
SP_T_DudukBerdiri_2,efficientpose,single,bright,134,134,0,0,1.000000,1608,0,952,0.271752,0.280839,0.271752,0.592040,29.347936,29.428500,33.401000,34.294962,34.073947,
SP_T_Jongkok_1,efficientpose,single,bright,124,124,0,0,1.000000,1488,0,1324,0.495428,0.501914,0.495428,0.889785,29.839127,29.968100,32.916300,33.707803,33.513045,
SP_T_Jongkok_2,efficientpose,single,bright,145,145,0,0,1.000000,1740,0,963,0.237093,0.240746,0.237093,0.553448,29.686887,29.778300,32.357600,33.866205,33.684906,
SP_T_PushUp_1,efficientpose,single,bright,124,124,0,0,1.000000,998,0,964,0.536634,0.620453,0.560182,0.965932,29.351533,29.624550,32.489900,34.351045,34.069771,
SP_T_PushUp_2,efficientpose,single,bright,128,128,0,0,1.000000,1190,0,955,0.486304,0.501891,0.485263,0.802521,29.666489,29.917950,32.084200,33.907042,33.708067,
SP_T_Yoga_1,efficientpose,single,bright,121,120,1,0,0.991736,1560,0,462,0.098857,0.074208,0.098857,0.296154,29.942775,30.111900,32.975900,33.608580,33.397038,
SP_T_Yoga_2,efficientpose,single,bright,226,226,0,0,1.000000,2938,0,2425,0.427764,0.350304,0.427764,0.825391,30.913819,29.947800,36.881900,32.613551,32.347993,
