video_name,algorithm,scene_person_mode,lighting_mode,n_frames_total,n_frames_scored,n_frames_no_active_gt,n_frames_pred_missing,matched_frame_rate,total_eval_kpt,total_missing_pred_kpt,total_pck_correct,oks_mean_frame,oks_median_frame,oks_weighted,pck_global,latency_mean_ms,latency_median_ms,latency_p95_ms,fps_mean,fps_effective,notes
MP_R_DudukBerdiri_1,openpose,multi,dim,121,1,0,120,0.008264,1283,1274,7,0.004668,0.000000,0.004403,0.005456,1901138.629000,1901138.629000,1901138.629000,0.000526,0.000526,
MP_R_DudukBerdiri_2,openpose,multi,dim,150,1,0,149,0.006667,1538,1528,9,0.004618,0.000000,0.004504,0.005852,2483189.176100,2483189.176100,2483189.176100,0.000403,0.000403,
MP_R_Jongkok_1,openpose,multi,dim,126,1,0,125,0.007937,1512,1500,12,0.006493,0.000000,0.006493,0.007937,2100564.682300,2100564.682300,2100564.682300,0.000476,0.000476,
MP_R_Jongkok_2,openpose,multi,dim,139,1,0,138,0.007194,1668,1656,12,0.006082,0.000000,0.006082,0.007194,2347824.498600,2347824.498600,2347824.498600,0.000426,0.000426,
MP_R_PushUp_1,openpose,multi,dim,77,1,0,76,0.012987,557,552,2,0.001829,0.000000,0.002276,0.003591,1297404.309500,1297404.309500,1297404.309500,0.000771,0.000771,
MP_R_PushUp_2,openpose,multi,dim,91,1,0,90,0.010989,728,720,8,0.008434,0.000000,0.008434,0.010989,1523992.879100,1523992.879100,1523992.879100,0.000656,0.000656,
MP_R_Yoga_1,openpose,multi,dim,182,1,0,181,0.005495,2361,2348,13,0.004386,0.000000,0.004395,0.005506,3071453.086500,3071453.086500,3071453.086500,0.000326,0.000326,
MP_R_Yoga_2,openpose,multi,dim,173,1,0,172,0.005780,2249,2236,13,0.004108,0.000000,0.004108,0.005780,2764868.631100,2764868.631100,2764868.631100,0.000362,0.000362,
MP_T_DudukBerdiri_1,openpose,multi,bright,148,1,0,147,0.006757,1771,1760,10,0.003482,0.000000,0.003200,0.005647,2165903.943400,2165903.943400,2165903.943400,0.000462,0.000462,
MP_T_DudukBerdiri_2,openpose,multi,bright,145,1,0,144,0.006897,1697,1685,12,0.004594,0.000000,0.004711,0.007071,2132377.303600,2132377.303600,2132377.303600,0.000469,0.000469,
MP_T_Jongkok_1,openpose,multi,bright,144,1,0,143,0.006944,1728,1716,12,0.006137,0.000000,0.006137,0.006944,2694830.542600,2694830.542600,2694830.542600,0.000371,0.000371,
MP_T_Jongkok_2,openpose,multi,bright,208,1,63,144,0.004808,1740,1728,9,0.002597,0.000000,0.002597,0.005172,3114283.025700,3114283.025700,3114283.025700,0.000321,0.000321,
MP_T_PushUp_1,openpose,multi,bright,76,1,0,75,0.013158,532,523,9,0.010211,0.000000,0.013128,0.016917,1104249.562100,1104249.562100,1104249.562100,0.000906,0.000906,
MP_T_PushUp_2,openpose,multi,bright,134,1,0,133,0.007463,1072,1066,1,0.000754,0.000000,0.000754,0.000933,1948366.142900,1948366.142900,1948366.142900,0.000513,0.000513,
MP_T_Yoga_1,openpose,multi,bright,171,1,0,170,0.005848,2223,2210,13,0.004848,0.000000,0.004848,0.005848,2486249.808100,2486249.808100,2486249.808100,0.000402,0.000402,
MP_T_Yoga_2,openpose,multi,bright,213,1,0,212,0.004695,2769,2756,13,0.003967,0.000000,0.003967,0.004695,3098302.156700,3098302.156700,3098302.156700,0.000323,0.000323,
